sub_region_1,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
Aosta,2020-03-03,0.0,4.0,5.0,-1.0,0.0,0.0
Aosta,2020-03-04,3.0,4.0,7.0,-2.0,-1.0,1.0
Aosta,2020-03-05,-21.0,-3.0,-31.0,-18.0,-15.0,9.0
Aosta,2020-03-06,-4.0,9.0,5.0,-9.0,-14.0,6.0
Aosta,2020-03-07,-6.0,7.0,2.0,-7.0,-6.0,5.0
Aosta,2020-03-08,-26.0,13.0,-24.0,-23.0,-5.0,5.0
Aosta,2020-03-09,-29.0,4.0,-23.0,-32.0,-21.0,10.0
Aosta,2020-03-10,-51.0,-3.0,-40.0,-51.0,-28.0,15.0
Aosta,2020-03-11,-58.0,-24.0,-39.0,-51.0,-35.0,17.0
Aosta,2020-03-12,-74.0,-27.0,-54.0,-58.0,-44.0,23.0
Aosta,2020-03-13,-79.0,-33.0,-60.0,-66.0,-51.0,27.0
Aosta,2020-03-14,-88.0,-54.0,-76.0,-74.0,-58.0,
Aosta,2020-03-15,-93.0,-68.0,-84.0,-82.0,-59.0,
Aosta,2020-03-16,-80.0,-37.0,-60.0,-70.0,-57.0,27.0
Aosta,2020-03-17,-81.0,-43.0,-55.0,-68.0,-60.0,27.0
Aosta,2020-03-18,-83.0,-47.0,-61.0,-71.0,-61.0,28.0
Aosta,2020-03-19,-83.0,-47.0,-61.0,-72.0,-63.0,30.0
Aosta,2020-03-20,-86.0,-45.0,-75.0,-76.0,-64.0,33.0
Aosta,2020-03-21,-91.0,-59.0,-86.0,-82.0,-63.0,
Aosta,2020-03-22,-95.0,-87.0,-90.0,-88.0,-67.0,
Aosta,2020-03-23,-86.0,-47.0,-76.0,-79.0,-67.0,31.0
Aosta,2020-03-24,-87.0,-50.0,-76.0,-78.0,-68.0,32.0
Aosta,2020-03-25,-87.0,-54.0,-77.0,-79.0,-69.0,33.0
Aosta,2020-03-26,-88.0,-53.0,-78.0,-80.0,-71.0,35.0
Aosta,2020-03-27,-88.0,-51.0,-80.0,-81.0,-69.0,36.0
Aosta,2020-03-28,-92.0,-62.0,-86.0,-83.0,-65.0,
Aosta,2020-03-29,-95.0,-88.0,-91.0,-86.0,-67.0,
Aosta,2020-03-30,-87.0,-49.0,-75.0,-78.0,-68.0,31.0
Aosta,2020-03-31,-95.0,-48.0,-74.0,-78.0,-68.0,32.0
Aosta,2020-04-01,-95.0,-46.0,-76.0,-76.0,-67.0,32.0
Aosta,2020-04-02,-95.0,-45.0,-75.0,-75.0,-68.0,33.0
Aosta,2020-04-03,-90.0,-45.0,-75.0,-77.0,-68.0,34.0
Aosta,2020-04-04,-93.0,-57.0,-85.0,-82.0,-63.0,
Aosta,2020-04-05,-96.0,-87.0,-89.0,-86.0,-64.0,
Aosta,2020-04-06,-87.0,-42.0,-75.0,-77.0,-65.0,30.0
Aosta,2020-04-07,-88.0,-42.0,-73.0,-75.0,-66.0,31.0
Aosta,2020-04-08,-88.0,-44.0,-74.0,-72.0,-64.0,30.0
Aosta,2020-04-09,-87.0,-39.0,-76.0,-74.0,-66.0,32.0
Aosta,2020-04-10,-88.0,-37.0,-76.0,-74.0,-66.0,34.0
Aosta,2020-04-11,-91.0,-49.0,-86.0,-81.0,-61.0,
Aosta,2020-04-12,-96.0,-92.0,-91.0,-86.0,-65.0,
Aosta,2020-04-13,-95.0,-84.0,-82.0,-86.0,-85.0,
Aosta,2020-04-14,-86.0,-42.0,-73.0,-72.0,-62.0,29.0
Aosta,2020-04-15,-86.0,-41.0,-74.0,-71.0,-62.0,29.0
Aosta,2020-04-16,-86.0,-41.0,-74.0,-72.0,-61.0,30.0
Aosta,2020-04-17,-86.0,-40.0,-74.0,-73.0,-61.0,32.0
Aosta,2020-04-18,-91.0,-56.0,-85.0,-80.0,-58.0,
Aosta,2020-04-19,-95.0,-86.0,-90.0,-87.0,-63.0,
Aosta,2020-04-20,-84.0,-47.0,-76.0,-72.0,-60.0,28.0
Aosta,2020-04-21,-86.0,-48.0,-74.0,-74.0,-60.0,30.0
Aosta,2020-04-22,-85.0,-47.0,-71.0,-67.0,-58.0,27.0
Aosta,2020-04-23,-85.0,-44.0,-68.0,-69.0,-60.0,29.0
Aosta,2020-04-24,-84.0,-42.0,-72.0,-69.0,-59.0,30.0
Aosta,2020-04-25,-93.0,-66.0,-84.0,-81.0,-62.0,
Aosta,2020-04-26,-95.0,-83.0,-88.0,-84.0,-59.0,
Aosta,2020-04-27,-81.0,-41.0,-70.0,-66.0,-57.0,26.0
Aosta,2020-04-28,-84.0,-44.0,-72.0,-71.0,-58.0,26.0
Aosta,2020-04-29,-83.0,-43.0,-67.0,-63.0,-56.0,26.0
Aosta,2020-04-30,-82.0,-36.0,-71.0,-70.0,-58.0,28.0
Aosta,2020-05-01,-93.0,-75.0,-81.0,-84.0,-81.0,
Aosta,2020-05-02,-89.0,-51.0,-84.0,-79.0,-55.0,
Aosta,2020-05-03,-94.0,-81.0,-85.0,-82.0,-55.0,
Aosta,2020-05-04,-69.0,-28.0,-45.0,-50.0,-48.0,18.0
Aosta,2020-05-05,-71.0,-29.0,-47.0,-51.0,-49.0,20.0
Aosta,2020-05-06,-72.0,-31.0,-45.0,-50.0,-48.0,19.0
Aosta,2020-05-07,-70.0,-32.0,-45.0,-52.0,-49.0,20.0
Aosta,2020-05-08,-73.0,-30.0,-51.0,-55.0,-49.0,21.0
Aosta,2020-05-09,-80.0,-41.0,-63.0,-59.0,-45.0,15.0
Aosta,2020-05-10,-87.0,-67.0,-78.0,-70.0,-43.0,
Aosta,2020-05-11,-70.0,-30.0,-58.0,-56.0,-47.0,20.0
Aosta,2020-05-12,-68.0,-30.0,-40.0,-48.0,-45.0,18.0
Aosta,2020-05-13,-73.0,-35.0,-64.0,-58.0,-47.0,21.0
Aosta,2020-05-14,-69.0,-31.0,-47.0,-48.0,-45.0,18.0
Aosta,2020-05-15,-72.0,-31.0,-56.0,-58.0,-46.0,21.0
Aosta,2020-05-16,-79.0,-41.0,-69.0,-61.0,-41.0,16.0
Aosta,2020-05-17,-82.0,-57.0,-63.0,-63.0,-36.0,
Aosta,2020-05-18,-54.0,-20.0,-31.0,-45.0,-40.0,14.0
Aosta,2020-05-19,-55.0,-21.0,-20.0,-38.0,-39.0,13.0
Aosta,2020-05-20,-55.0,-20.0,-26.0,-38.0,-39.0,13.0
Aosta,2020-05-21,-54.0,-21.0,-29.0,-38.0,-39.0,14.0
Aosta,2020-05-22,-57.0,-21.0,-32.0,-44.0,-38.0,14.0
Aosta,2020-05-23,-68.0,-31.0,-57.0,-55.0,-31.0,11.0
Aosta,2020-05-24,-69.0,-43.0,-38.0,-52.0,-29.0,
Aosta,2020-05-25,-49.0,-20.0,-21.0,-37.0,-37.0,12.0
Aosta,2020-05-26,-50.0,-20.0,-18.0,-36.0,-36.0,12.0
Aosta,2020-05-27,-51.0,-20.0,-26.0,-38.0,-35.0,12.0
Aosta,2020-05-28,-51.0,-20.0,-24.0,-37.0,-37.0,12.0
Aosta,2020-05-29,-55.0,-19.0,-34.0,-42.0,-38.0,13.0
Aosta,2020-05-30,-64.0,-30.0,-45.0,-50.0,-26.0,8.0
Aosta,2020-05-31,-67.0,-40.0,-43.0,-52.0,-29.0,
Aosta,2020-06-01,-42.0,-8.0,-9.0,-33.0,-43.0,10.0
Aosta,2020-06-02,-57.0,-39.0,15.0,-45.0,-67.0,15.0
Aosta,2020-06-03,-47.0,-15.0,-30.0,-33.0,-35.0,10.0
Aosta,2020-06-04,-51.0,-16.0,-48.0,-41.0,-39.0,13.0
Aosta,2020-06-05,-44.0,-14.0,-13.0,-34.0,-36.0,10.0
Aosta,2020-06-06,-50.0,-19.0,-20.0,-35.0,-28.0,5.0
Aosta,2020-06-07,-61.0,-32.0,-48.0,-49.0,-26.0,
Aosta,2020-06-08,-43.0,-19.0,-32.0,-37.0,-35.0,10.0
Aosta,2020-06-09,-45.0,-20.0,-29.0,-40.0,-36.0,11.0
Aosta,2020-06-10,-42.0,-20.0,-22.0,-35.0,-34.0,9.0
Aosta,2020-06-11,-42.0,-17.0,-23.0,-36.0,-35.0,10.0
Aosta,2020-06-12,-45.0,-16.0,-16.0,-38.0,-36.0,10.0
Aosta,2020-06-13,-52.0,-20.0,-33.0,-44.0,-24.0,6.0
Aosta,2020-06-14,-47.0,-21.0,3.0,-33.0,-24.0,
Aosta,2020-06-15,-32.0,-12.0,13.0,-25.0,-31.0,5.0
Aosta,2020-06-16,-35.0,-12.0,11.0,-27.0,-31.0,6.0
Aosta,2020-06-17,-34.0,-14.0,-2.0,-29.0,-30.0,6.0
Aosta,2020-06-18,-33.0,-12.0,5.0,-23.0,-32.0,6.0
Aosta,2020-06-19,-33.0,-8.0,28.0,-22.0,-31.0,4.0
Aosta,2020-06-20,-34.0,-6.0,38.0,-17.0,-19.0,-1.0
Aosta,2020-06-21,-24.0,0.0,67.0,-13.0,-21.0,-4.0
Aosta,2020-06-22,-25.0,-6.0,44.0,-17.0,-32.0,4.0
Aosta,2020-06-23,-24.0,-3.0,61.0,-11.0,-32.0,3.0
Aosta,2020-06-24,-24.0,-3.0,58.0,-10.0,-30.0,3.0
Aosta,2020-06-25,-27.0,-3.0,40.0,-18.0,-32.0,4.0
Aosta,2020-06-26,-28.0,-3.0,40.0,-19.0,-33.0,4.0
Aosta,2020-06-27,-32.0,-3.0,36.0,-15.0,-21.0,0.0
Aosta,2020-06-28,-25.0,0.0,53.0,-10.0,-16.0,-3.0
Aosta,2020-06-29,-19.0,3.0,58.0,-16.0,-29.0,2.0
Aosta,2020-06-30,-16.0,-4.0,65.0,-11.0,-28.0,2.0
Aosta,2020-07-01,-19.0,-3.0,37.0,-18.0,-28.0,2.0
Aosta,2020-07-02,-16.0,1.0,52.0,-12.0,-30.0,3.0
Aosta,2020-07-03,-16.0,7.0,61.0,-9.0,-30.0,3.0
Aosta,2020-07-04,-13.0,6.0,91.0,2.0,-17.0,-3.0
Aosta,2020-07-05,2.0,15.0,125.0,13.0,-19.0,-6.0
Aosta,2020-07-06,-3.0,11.0,101.0,-2.0,-30.0,2.0
Aosta,2020-07-07,-5.0,10.0,108.0,2.0,-31.0,1.0
Aosta,2020-07-08,-6.0,5.0,95.0,-1.0,-28.0,1.0
Aosta,2020-07-09,-6.0,9.0,106.0,1.0,-29.0,2.0
Aosta,2020-07-10,-8.0,12.0,98.0,0.0,-29.0,2.0
Aosta,2020-07-11,-10.0,13.0,94.0,4.0,-17.0,-1.0
Aosta,2020-07-12,5.0,21.0,130.0,17.0,-18.0,-6.0
Aosta,2020-07-13,3.0,20.0,116.0,4.0,-30.0,2.0
Aosta,2020-07-14,-1.0,15.0,120.0,11.0,-29.0,2.0
Aosta,2020-07-15,-1.0,15.0,99.0,11.0,-27.0,2.0
Aosta,2020-07-16,3.0,15.0,123.0,5.0,-28.0,2.0
Aosta,2020-07-17,3.0,19.0,128.0,8.0,-29.0,1.0
Aosta,2020-07-18,2.0,21.0,122.0,18.0,-16.0,-3.0
Aosta,2020-07-19,13.0,29.0,140.0,35.0,-13.0,-7.0
Aosta,2020-07-20,15.0,26.0,160.0,17.0,-29.0,1.0
Aosta,2020-07-21,8.0,26.0,152.0,10.0,-29.0,1.0
Aosta,2020-07-22,3.0,20.0,114.0,11.0,-27.0,3.0
Aosta,2020-07-23,8.0,20.0,152.0,16.0,-27.0,1.0
Aosta,2020-07-24,3.0,28.0,130.0,7.0,-28.0,3.0
Aosta,2020-07-25,1.0,20.0,137.0,21.0,-15.0,-3.0
Aosta,2020-07-26,12.0,32.0,147.0,32.0,-12.0,-6.0
Aosta,2020-07-27,18.0,30.0,183.0,17.0,-29.0,1.0
Aosta,2020-07-28,12.0,31.0,174.0,20.0,-28.0,2.0
Aosta,2020-07-29,12.0,26.0,161.0,20.0,-27.0,1.0
Aosta,2020-07-30,11.0,31.0,166.0,18.0,-29.0,2.0
Aosta,2020-07-31,9.0,26.0,169.0,21.0,-30.0,1.0
Aosta,2020-08-01,4.0,29.0,145.0,23.0,-15.0,-4.0
Aosta,2020-08-02,3.0,39.0,124.0,25.0,-14.0,-4.0
Aosta,2020-08-03,29.0,63.0,195.0,31.0,-29.0,3.0
Aosta,2020-08-04,32.0,58.0,270.0,48.0,-28.0,2.0
Aosta,2020-08-05,39.0,45.0,,48.0,-29.0,0.0
Aosta,2020-08-06,39.0,52.0,292.0,44.0,-29.0,1.0
Aosta,2020-08-07,30.0,49.0,267.0,33.0,-30.0,0.0
Aosta,2020-08-08,17.0,44.0,212.0,32.0,-16.0,-4.0
Aosta,2020-08-09,38.0,66.0,229.0,46.0,-11.0,-6.0
Aosta,2020-08-10,70.0,93.0,,50.0,-34.0,3.0
Aosta,2020-08-11,68.0,83.0,447.0,67.0,-34.0,2.0
Aosta,2020-08-12,66.0,76.0,,62.0,-33.0,3.0
Aosta,2020-08-13,68.0,97.0,399.0,61.0,-35.0,4.0
Aosta,2020-08-14,57.0,92.0,402.0,59.0,-37.0,2.0
Aosta,2020-08-15,23.0,11.0,285.0,53.0,-37.0,-4.0
Aosta,2020-08-16,34.0,74.0,212.0,52.0,-11.0,-4.0
Aosta,2020-08-17,,,,,-34.0,3.0
Aosta,2020-08-18,,,,,-31.0,2.0
Aosta,2020-08-19,,,,,-31.0,2.0
Aosta,2020-08-20,,,,,-32.0,2.0
Aosta,2020-08-21,,,,,-32.0,3.0
Aosta,2020-08-22,,,,,,-1.0
Aosta,2020-08-23,,,,,,-5.0
Aosta,2020-08-24,,,,,-28.0,2.0
Aosta,2020-08-25,,,,,-27.0,2.0
Aosta,2020-08-26,,,,,-24.0,2.0
Aosta,2020-08-27,,,,,-26.0,1.0
Aosta,2020-08-28,,,,,-27.0,5.0
Aosta,2020-08-29,-28.0,,,,,3.0
Aosta,2020-08-30,-32.0,,,,,0.0
Aosta,2020-08-31,,,,,-26.0,2.0
Aosta,2020-09-01,,,,,-26.0,2.0
Aosta,2020-09-02,,,,,-24.0,2.0
Aosta,2020-09-03,,,,,-26.0,2.0
Aosta,2020-09-04,,,,,-27.0,1.0
Aosta,2020-09-05,-16.0,,,,,-3.0
Aosta,2020-09-06,,,,,,-5.0
Aosta,2020-09-07,,,,,-37.0,4.0
Aosta,2020-09-08,,,,,-26.0,0.0
Aosta,2020-09-09,,,,,-23.0,0.0
Aosta,2020-09-10,,,,,-26.0,0.0
Aosta,2020-09-11,-21.0,0.0,46.0,-28.0,-25.0,-1.0
Aosta,2020-09-12,-26.0,-4.0,46.0,-28.0,-14.0,-6.0
Aosta,2020-09-13,-20.0,2.0,67.0,-24.0,-5.0,-7.0
Aosta,2020-09-14,-14.0,2.0,50.0,-20.0,-21.0,-3.0
Aosta,2020-09-15,-17.0,0.0,54.0,-13.0,-19.0,-3.0
Aosta,2020-09-16,-19.0,-4.0,33.0,-22.0,-19.0,-1.0
Aosta,2020-09-17,-18.0,-3.0,36.0,-20.0,-20.0,-2.0
Aosta,2020-09-18,-22.0,-2.0,45.0,-18.0,-20.0,-3.0
Aosta,2020-09-19,-32.0,-7.0,11.0,-33.0,-11.0,-1.0
Aosta,2020-09-20,-38.0,-8.0,0.0,-31.0,-5.0,-2.0
Aosta,2020-09-21,-20.0,-2.0,15.0,-24.0,-23.0,0.0
Aosta,2020-09-22,-25.0,-4.0,12.0,-22.0,-22.0,2.0
Aosta,2020-09-23,-25.0,-6.0,18.0,-18.0,-18.0,1.0
Aosta,2020-09-24,-28.0,-3.0,4.0,-21.0,-19.0,3.0
Aosta,2020-09-25,-33.0,-3.0,2.0,-26.0,-20.0,3.0
Aosta,2020-09-26,-40.0,-12.0,-1.0,-42.0,-12.0,2.0
Aosta,2020-09-27,-46.0,-14.0,-5.0,-45.0,-12.0,3.0
Aosta,2020-09-28,-25.0,-4.0,10.0,-22.0,-16.0,1.0
Aosta,2020-09-29,-26.0,-2.0,25.0,-19.0,-15.0,1.0
Aosta,2020-09-30,-26.0,-2.0,15.0,-20.0,-16.0,1.0
Aosta,2020-10-01,-29.0,-2.0,-4.0,-23.0,-14.0,2.0
Aosta,2020-10-02,-37.0,-6.0,-23.0,-33.0,-17.0,4.0
Aosta,2020-10-03,-50.0,-19.0,-32.0,-53.0,-18.0,5.0
Aosta,2020-10-04,-54.0,-22.0,-33.0,-54.0,-17.0,4.0
Aosta,2020-10-05,-28.0,-3.0,-2.0,-29.0,-15.0,2.0
Aosta,2020-10-06,-31.0,-6.0,-7.0,-27.0,-17.0,3.0
Aosta,2020-10-07,-29.0,-5.0,2.0,-29.0,-13.0,2.0
Aosta,2020-10-08,-28.0,-4.0,9.0,-25.0,-15.0,2.0
Aosta,2020-10-09,-33.0,-3.0,4.0,-27.0,-17.0,2.0
Aosta,2020-10-10,-39.0,-8.0,3.0,-45.0,-15.0,3.0
Aosta,2020-10-11,-45.0,-9.0,4.0,-46.0,-19.0,3.0
Aosta,2020-10-12,-29.0,-3.0,3.0,-30.0,-17.0,3.0
Aosta,2020-10-13,-29.0,-3.0,12.0,-29.0,-16.0,4.0
Aosta,2020-10-14,-33.0,-5.0,-7.0,-35.0,-17.0,5.0
Aosta,2020-10-15,-34.0,-4.0,-17.0,-33.0,-18.0,6.0
Aosta,2020-10-16,-37.0,-1.0,-6.0,-33.0,-19.0,6.0
Aosta,2020-10-17,-43.0,-10.0,-6.0,-45.0,-18.0,5.0
Aosta,2020-10-18,-49.0,-15.0,-7.0,-50.0,-24.0,6.0
Aosta,2020-10-19,-32.0,-5.0,-3.0,-35.0,-20.0,6.0
Aosta,2020-10-20,-34.0,-5.0,-1.0,-36.0,-20.0,7.0
Aosta,2020-10-21,-35.0,-8.0,-10.0,-36.0,-20.0,8.0
Aosta,2020-10-22,-37.0,-7.0,-13.0,-38.0,-21.0,8.0
Aosta,2020-10-23,-41.0,-7.0,-24.0,-42.0,-22.0,9.0
Aosta,2020-10-24,-45.0,-9.0,-9.0,-46.0,-20.0,7.0
Aosta,2020-10-25,-52.0,-14.0,-17.0,-54.0,-27.0,7.0
Aosta,2020-10-26,-41.0,-9.0,-27.0,-45.0,-23.0,10.0
Aosta,2020-10-27,-38.0,-5.0,1.0,-35.0,-23.0,8.0
Aosta,2020-10-28,-39.0,-6.0,-9.0,-38.0,-23.0,9.0
Aosta,2020-10-29,-40.0,-5.0,-19.0,-41.0,-25.0,10.0
Aosta,2020-10-30,-44.0,0.0,-8.0,-40.0,-26.0,10.0
Aosta,2020-10-31,-51.0,-6.0,-14.0,-47.0,-28.0,10.0
Aosta,2020-11-01,-58.0,-21.0,-27.0,-56.0,-35.0,10.0
Aosta,2020-11-02,-39.0,-5.0,-8.0,-40.0,-30.0,10.0
Aosta,2020-11-03,-41.0,-6.0,-12.0,-41.0,-28.0,11.0
Aosta,2020-11-04,-37.0,4.0,-18.0,-43.0,-27.0,10.0
Aosta,2020-11-05,-36.0,9.0,-13.0,-43.0,-29.0,10.0
Aosta,2020-11-06,-75.0,-35.0,-47.0,-67.0,-38.0,22.0
Aosta,2020-11-07,-82.0,-44.0,-66.0,-76.0,-45.0,21.0
Aosta,2020-11-08,-88.0,-58.0,-70.0,-80.0,-55.0,19.0
Aosta,2020-11-09,-66.0,-24.0,-35.0,-61.0,-37.0,17.0
Aosta,2020-11-10,-66.0,-24.0,-28.0,-58.0,-38.0,18.0
Aosta,2020-11-11,-66.0,-23.0,-34.0,-58.0,-38.0,18.0
Aosta,2020-11-12,-65.0,-20.0,-36.0,-58.0,-38.0,19.0
Aosta,2020-11-13,-68.0,-20.0,-41.0,-60.0,-39.0,20.0
Aosta,2020-11-14,-78.0,-36.0,-60.0,-71.0,-44.0,20.0
Aosta,2020-11-15,-86.0,-56.0,-68.0,-77.0,-55.0,19.0
Aosta,2020-11-16,-63.0,-20.0,-32.0,-60.0,-37.0,17.0
Aosta,2020-11-17,-62.0,-19.0,-26.0,-56.0,-37.0,17.0
Aosta,2020-11-18,-62.0,-22.0,-31.0,-59.0,-36.0,17.0
Aosta,2020-11-19,-62.0,-19.0,-36.0,-57.0,-37.0,19.0
Aosta,2020-11-20,-65.0,-17.0,-38.0,-60.0,-37.0,19.0
Aosta,2020-11-21,-76.0,-32.0,-63.0,-70.0,-41.0,19.0
Aosta,2020-11-22,-85.0,-51.0,-68.0,-77.0,-49.0,17.0
Aosta,2020-11-23,-60.0,-19.0,-35.0,-57.0,-34.0,16.0
Aosta,2020-11-24,-59.0,-17.0,-26.0,-53.0,-35.0,16.0
Aosta,2020-11-25,-60.0,-19.0,-30.0,-58.0,-35.0,17.0
Aosta,2020-11-26,-60.0,-18.0,-36.0,-58.0,-35.0,17.0
Aosta,2020-11-27,-62.0,-15.0,-39.0,-59.0,-35.0,18.0
Aosta,2020-11-28,-72.0,-27.0,-63.0,-69.0,-39.0,18.0
Aosta,2020-11-29,-82.0,-48.0,-69.0,-75.0,-51.0,17.0
Aosta,2020-11-30,-57.0,-18.0,-30.0,-56.0,-32.0,15.0
Aosta,2020-12-01,-56.0,-12.0,-27.0,-51.0,-32.0,16.0
Aosta,2020-12-02,-56.0,-15.0,-31.0,-54.0,-32.0,17.0
Aosta,2020-12-03,-55.0,-9.0,-28.0,-53.0,-31.0,16.0
Aosta,2020-12-04,-62.0,-20.0,-46.0,-58.0,-33.0,19.0
Aosta,2020-12-05,-69.0,-24.0,-61.0,-69.0,-37.0,17.0
Aosta,2020-12-06,-77.0,-37.0,-64.0,-73.0,-46.0,16.0
Aosta,2020-12-07,-50.0,-4.0,-23.0,-60.0,-47.0,18.0
Aosta,2020-12-08,-69.0,-37.0,-29.0,-71.0,-73.0,28.0
Aosta,2020-12-09,-50.0,-9.0,-23.0,-52.0,-29.0,13.0
Aosta,2020-12-10,-50.0,-5.0,-26.0,-49.0,-29.0,14.0
Aosta,2020-12-11,-56.0,-9.0,-37.0,-55.0,-30.0,15.0
Aosta,2020-12-12,-65.0,-19.0,-50.0,-62.0,-34.0,15.0
Aosta,2020-12-13,-74.0,-32.0,-51.0,-69.0,-41.0,14.0
Aosta,2020-12-14,-48.0,-10.0,-21.0,-50.0,-27.0,12.0
Aosta,2020-12-15,-47.0,-5.0,-14.0,-47.0,-28.0,12.0
Aosta,2020-12-16,-40.0,-7.0,-19.0,-50.0,-26.0,12.0
Aosta,2020-12-17,-39.0,-3.0,-17.0,-49.0,-27.0,12.0
Aosta,2020-12-18,-43.0,1.0,-19.0,-49.0,-28.0,12.0
Aosta,2020-12-19,-53.0,-11.0,-38.0,-59.0,-31.0,11.0
Aosta,2020-12-20,-57.0,-12.0,-35.0,-60.0,-36.0,10.0
Aosta,2020-12-21,-30.0,8.0,-7.0,-48.0,-27.0,10.0
Aosta,2020-12-22,-29.0,17.0,6.0,-43.0,-27.0,9.0
Aosta,2020-12-23,-23.0,32.0,1.0,-39.0,-27.0,8.0
Aosta,2020-12-24,-64.0,2.0,-37.0,-60.0,-54.0,22.0
Aosta,2020-12-25,-90.0,-83.0,-61.0,-81.0,-83.0,33.0
Aosta,2020-12-26,-88.0,-67.0,-64.0,-79.0,-65.0,23.0
Aosta,2020-12-27,-83.0,-39.0,-67.0,-76.0,-46.0,16.0
Aosta,2020-12-28,-51.0,-4.0,-26.0,-53.0,-47.0,18.0
Aosta,2020-12-29,-47.0,8.0,-9.0,-50.0,-46.0,17.0
Aosta,2020-12-30,-45.0,24.0,-11.0,-48.0,-45.0,15.0
Aosta,2020-12-31,-65.0,-2.0,-36.0,-65.0,-57.0,22.0
Apulia,2020-02-15,-1.0,1.0,4.0,2.0,-1.0,0.0
Apulia,2020-02-16,3.0,0.0,73.0,12.0,-1.0,-1.0
Apulia,2020-02-17,-1.0,0.0,13.0,4.0,1.0,-1.0
Apulia,2020-02-18,0.0,-1.0,15.0,5.0,1.0,0.0
Apulia,2020-02-19,-3.0,-2.0,4.0,3.0,1.0,0.0
Apulia,2020-02-20,-3.0,-1.0,-7.0,2.0,-1.0,1.0
Apulia,2020-02-21,-1.0,1.0,5.0,5.0,0.0,0.0
Apulia,2020-02-22,-6.0,2.0,-3.0,4.0,-2.0,1.0
Apulia,2020-02-23,1.0,7.0,76.0,26.0,0.0,-1.0
Apulia,2020-02-24,2.0,14.0,28.0,-1.0,-15.0,2.0
Apulia,2020-02-25,2.0,4.0,28.0,-2.0,-15.0,2.0
Apulia,2020-02-26,-7.0,0.0,0.0,-10.0,-5.0,2.0
Apulia,2020-02-27,-8.0,2.0,-16.0,-13.0,-4.0,3.0
Apulia,2020-02-28,-9.0,-1.0,-18.0,-16.0,-3.0,3.0
Apulia,2020-02-29,-4.0,2.0,4.0,-10.0,-2.0,2.0
Apulia,2020-03-01,-5.0,1.0,23.0,-11.0,-3.0,2.0
Apulia,2020-03-02,-3.0,3.0,4.0,-9.0,0.0,1.0
Apulia,2020-03-03,-4.0,0.0,-4.0,-10.0,-1.0,2.0
Apulia,2020-03-04,-3.0,5.0,7.0,-11.0,0.0,1.0
Apulia,2020-03-05,-5.0,6.0,4.0,-21.0,-16.0,5.0
Apulia,2020-03-06,-13.0,2.0,-14.0,-29.0,-17.0,7.0
Apulia,2020-03-07,-22.0,4.0,-28.0,-34.0,-18.0,8.0
Apulia,2020-03-08,-32.0,3.0,-15.0,-36.0,-11.0,8.0
Apulia,2020-03-09,-24.0,4.0,-12.0,-39.0,-23.0,9.0
Apulia,2020-03-10,-41.0,1.0,-38.0,-50.0,-31.0,14.0
Apulia,2020-03-11,-50.0,-15.0,-39.0,-58.0,-36.0,16.0
Apulia,2020-03-12,-66.0,-26.0,-59.0,-67.0,-47.0,21.0
Apulia,2020-03-13,-70.0,-31.0,-63.0,-72.0,-52.0,24.0
Apulia,2020-03-14,-78.0,-38.0,-75.0,-76.0,-56.0,24.0
Apulia,2020-03-15,-90.0,-62.0,-82.0,-82.0,-58.0,23.0
Apulia,2020-03-16,-72.0,-38.0,-68.0,-78.0,-56.0,24.0
Apulia,2020-03-17,-75.0,-44.0,-69.0,-78.0,-59.0,26.0
Apulia,2020-03-18,-75.0,-44.0,-72.0,-79.0,-60.0,26.0
Apulia,2020-03-19,-76.0,-46.0,-74.0,-80.0,-61.0,27.0
Apulia,2020-03-20,-76.0,-42.0,-76.0,-80.0,-61.0,28.0
Apulia,2020-03-21,-81.0,-47.0,-84.0,-82.0,-61.0,27.0
Apulia,2020-03-22,-94.0,-87.0,-89.0,-87.0,-65.0,25.0
Apulia,2020-03-23,-77.0,-46.0,-80.0,-83.0,-65.0,28.0
Apulia,2020-03-24,-79.0,-50.0,-81.0,-82.0,-67.0,29.0
Apulia,2020-03-25,-80.0,-52.0,-83.0,-83.0,-67.0,30.0
Apulia,2020-03-26,-82.0,-55.0,-85.0,-84.0,-69.0,31.0
Apulia,2020-03-27,-78.0,-44.0,-81.0,-83.0,-67.0,31.0
Apulia,2020-03-28,-82.0,-48.0,-85.0,-84.0,-64.0,28.0
Apulia,2020-03-29,-94.0,-85.0,-88.0,-88.0,-64.0,25.0
Apulia,2020-03-30,-78.0,-47.0,-75.0,-82.0,-65.0,27.0
Apulia,2020-03-31,-90.0,-44.0,-75.0,-80.0,-66.0,28.0
Apulia,2020-04-01,-90.0,-45.0,-78.0,-81.0,-67.0,29.0
Apulia,2020-04-02,-89.0,-41.0,-76.0,-80.0,-66.0,29.0
Apulia,2020-04-03,-82.0,-38.0,-78.0,-82.0,-65.0,30.0
Apulia,2020-04-04,-85.0,-43.0,-83.0,-82.0,-62.0,27.0
Apulia,2020-04-05,-94.0,-81.0,-88.0,-88.0,-63.0,25.0
Apulia,2020-04-06,-81.0,-43.0,-74.0,-81.0,-63.0,27.0
Apulia,2020-04-07,-79.0,-40.0,-73.0,-80.0,-64.0,27.0
